a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a
-3,0.294117647,-2,-4,0.062892044,-2,-2,0.333333333,-1,-2,0.333333333,-1,0.214285714,-1,-1,0,-1,0,-1,-1,1,0
-1,0.117647059,-1,-4,0.024265434,-2,-1,1,-1,-1,0.666666667,-2,0.285714286,-1,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.161764706,-1,-4,0.263838451,-1,-1,0,-2,-1,1,-4,0.714285714,-1,-1,0,-1,0,-1,-1,1,0
-1,0.205882353,-1,-3,0.103114339,-2,-2,1,-2,-1,1,-1,0.089285714,-1,-3,0.333333333,-1,0,-2,-1,0,1
-1,0.117647059,-2,-1,0.108066469,-2,-2,1,-1,-1,0.666666667,-2,0.089285714,-1,-1,0,-2,0,-2,-1,0,0
-3,0.25,-1,-4,0.683944096,-1,-1,1,-1,-1,1,-3,0.196428571,-1,-2,0,-3,0,-1,-1,1,1
-3,0.294117647,-1,-4,0.12176736,-5,-3,1,-4,-1,0.666666667,-2,0.142857143,-1,-1,0.333333333,-1,0,-1,-1,1,0
-2,0.117647059,-2,-1,0.049796412,-2,-1,0.666666667,-4,-2,0.666666667,-1,0.375,-2,-1,0.333333333,-2,0,-2,-1,1,0
-1,0.382352941,-2,-3,0.157257621,-2,-5,0.333333333,-3,-1,1,-2,0.214285714,-1,-1,0,-2,0,-2,-1,1,1
-3,0.088235294,-2,-5,0.145867723,-1,-5,0,-2,-1,1,-1,0.214285714,-1,-3,0,-1,0,-2,-1,1,0
-2,0.117647059,-1,-3,0.185264664,-2,-1,0,-1,-1,1,-4,0.160714286,-1,-3,0.666666667,-1,0,-1,-1,1,0
-3,0.117647059,-1,-1,0.077308243,-2,-1,0.333333333,-1,-1,1,-1,0.785714286,-1,-1,0.333333333,-2,0,-1,-1,1,0
-1,0.294117647,-2,-5,0.140970617,-1,-1,0.333333333,-2,-1,1,-1,0.125,-1,-3,0,-1,0,-2,-1,1,0
-1,0.470588235,-1,-2,0.430009904,-2,-2,0.666666667,-2,-1,0.333333333,-3,0.107142857,-1,-1,0.333333333,-3,0,-1,-1,1,1
-3,0.25,-1,-5,0.166446572,-2,-1,0,-1,-1,1,-4,0.303571429,-1,-1,0,-3,0,-1,-1,1,0
-3,0.294117647,-1,-1,0.108561682,-5,-1,1,-1,-1,1,-2,0.589285714,-2,-1,0.333333333,-1,0,-2,-1,1,0
-4,0.117647059,-1,-4,0.067679102,-3,-4,0.333333333,-1,-1,1,-3,0.839285714,-2,-2,0.666666667,-4,0,-2,-1,1,0
-1,0.294117647,-2,-4,0.061681523,-1,-2,1,-2,-1,1,-1,0.107142857,-1,-3,0,-1,0,-2,-1,1,1
-3,0.470588235,-1,-4,0.180752724,-2,-3,1,-1,-1,1,-4,0.321428571,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.205882353,-2,-1,0.179322109,-2,-3,1,-2,-2,0,-1,0.107142857,-1,-1,0,-1,0,-2,-1,1,0
-3,0.470588235,-1,-5,0.300484208,-4,-1,1,-1,-1,0.333333333,-4,0.339285714,-1,-1,0.333333333,-3,0,-1,-1,1,0
-2,0.205882353,-2,-8,0.199295697,-2,-4,0.333333333,-2,-1,1,-4,0.857142857,-1,-1,0,-1,0,-1,-1,1,0
-2,0.514705882,-1,-1,0.257675801,-2,-3,0.333333333,-1,-2,0.333333333,-1,0.107142857,-1,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.294117647,-1,-4,0.092989986,-4,-1,1,-1,-1,1,-1,0.732142857,-1,-1,0,-1,0,-1,-1,1,0
-2,0.117647059,-4,-10,0.063827446,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.214285714,-1,-1,0,-2,0,-1,-1,1,0
-2,0.117647059,-2,-4,0.032243865,-5,-5,1,-2,-1,0.333333333,-2,0.071428571,-2,-1,0,-2,0,-2,-1,0,1
-2,0.235294118,-2,-5,0.342137119,-1,-4,0,-3,-1,1,-1,0.732142857,-1,-1,0,-3,0,-1,-1,1,0
-2,0.205882353,-2,-6,0.093045009,-4,-2,1,-1,-1,0.333333333,-2,0.285714286,-1,-1,0,-2,0,-1,-1,1,0
-3,0.264705882,-2,-1,0.133432376,-3,-1,0.666666667,-1,-1,1,-4,0.375,-1,-1,0,-1,0,-2,-1,1,0
-3,0.647058824,-1,-5,0.137614174,-1,-1,1,-1,-1,0.666666667,-4,0.339285714,-1,-1,0.333333333,-1,1,-1,-1,1,0
-2,0.647058824,-3,-2,0.328711346,-2,-1,1,-1,-1,1,-3,0.553571429,-1,-2,0,-1,0,-2,-1,1,1
-1,0.529411765,-1,-2,0.316275999,-2,-2,1,-1,-1,0.666666667,-3,0.142857143,-2,-1,0,-1,0,-1,-1,1,1
-2,0.25,-2,-6,0.051612193,-2,-1,0.333333333,-2,-1,1,-2,0.357142857,-1,-1,0,-1,1,-2,-1,1,1
-3,0.294117647,-2,-5,0.333608452,-1,-1,0.666666667,-1,-1,1,-4,0.392857143,-1,-1,0,-3,1,-1,-1,1,0
-3,0.029411765,-1,-3,0.053427974,-1,-2,0,-4,-1,0.333333333,-2,0.142857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-4,0.294117647,-2,-3,0.14537251,-2,-1,0.666666667,-3,-1,1,-3,0.571428571,-1,-2,0,-1,0,-2,-1,1,0
-3,0.294117647,-2,-3,0.154726532,-3,-1,1,-1,-1,0.666666667,-3,0.232142857,-1,-3,0,-1,0,-1,-1,1,0
-3,0.073529412,-2,-3,0.112853527,-5,-5,0.333333333,-2,-1,1,-2,0.053571429,-1,-3,0,-1,0,-2,-1,0,0
-1,0.205882353,-2,-5,0.399526797,-1,-1,0,-1,-1,1,-2,0.571428571,-1,-2,0,-1,1,-1,-1,1,1
-3,0.117647059,-1,-3,0.055463849,-2,-5,0.333333333,-2,-1,1,-2,0.053571429,-1,-3,0.333333333,-2,0,-2,-1,0,0
-3,0.294117647,-3,-4,0.025696049,-1,-1,1,-4,-1,1,-4,0.625,-1,-1,0.333333333,-1,0,-1,-1,1,0
-2,0.073529412,-2,-4,0.071475735,-1,-5,1,-1,-1,0.333333333,-1,0.285714286,-1,-1,0,-4,0,-2,-1,1,0
-3,0.294117647,-1,-2,0.07411687,-2,-1,1,-1,-1,1,-3,0.625,-1,-2,0.333333333,-1,1,-2,-1,1,0
-2,0.205882353,-1,-1,0.085011555,-2,-1,0.666666667,-2,-2,1,-1,0.517857143,-2,-3,0.333333333,-2,0,-1,-1,1,0
-1,0.235294118,-1,-3,0.221305161,-2,-1,0,-2,-1,1,-2,0.089285714,-1,-1,0.333333333,-1,0,-2,-1,0,0
-3,0.117647059,-1,-1,0.039947177,-1,-1,1,-1,-1,1,-4,0.285714286,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.117647059,-2,-4,0.397380874,-1,-4,0,-2,-1,0.333333333,-1,0.089285714,-1,-3,0,-4,0,-2,-1,0,0
-1,0.470588235,-2,-4,0.496368438,-2,-3,0.333333333,-1,-1,0,-4,0.089285714,-1,-1,0,-1,0,-1,-1,0,1
-2,0.029411765,-2,-1,0.018708044,-2,-5,0.666666667,-4,-1,0.666666667,-1,0.125,-1,-1,0,-2,0,-2,-2,1,0
-3,0.117647059,-1,-1,0.037416089,-1,-1,1,-1,-1,1,-1,0.821428571,-1,-1,1,-1,0,-2,-1,1,0
-2,0.558823529,-5,-5,0.497028722,-2,-4,0,-1,-1,0.333333333,-3,0.642857143,-2,-2,0,-3,0,-1,-1,1,0
-2,0.161764706,-4,-4,0.084076153,-2,-5,0.333333333,-2,-1,0,-1,0.125,-1,-3,0.333333333,-4,0,-2,-1,1,1
-2,0.058823529,-2,-6,0.036150545,-2,-5,0.666666667,-4,-1,0.333333333,-1,0.125,-1,-1,0,-1,0,-1,-1,1,0
-2,0.029411765,-2,-1,0.012875536,-2,-3,0.666666667,-4,-2,0.666666667,-1,0.160714286,-2,-1,0,-2,0,-2,-1,1,0
-1,0.470588235,-1,-5,0.516066909,-2,-3,1,-1,-1,1,-4,0.089285714,-1,-1,0.333333333,-1,0,-1,-1,0,1
-1,0.647058824,-2,-7,0.154121272,-2,-2,0.666666667,-1,-1,1,-4,0.625,-1,-1,0,-1,0,-2,-1,1,1
-1,0.647058824,-2,-4,0.202542093,-2,-3,1,-1,-1,1,-3,0.482142857,-1,-2,0,-1,1,-2,-1,1,1
-2,0.470588235,-3,-4,0.395179927,-2,-2,0.333333333,-2,-1,0.333333333,-2,0.625,-1,-3,0,-1,0,-2,-1,1,0
-3,0.029411765,-2,-7,0.059865742,-3,-2,0,-3,-1,1,-1,0.767857143,-1,-1,0,-1,0,-2,-1,1,0
-3,0.029411765,-1,-1,0.071750853,-2,-3,0,-2,-1,0.333333333,-4,0.089285714,-1,-3,0.333333333,-1,0,-1,-1,0,0
-1,0.470588235,-2,-9,0.858754264,-2,-4,0.333333333,-3,-3,0.666666667,-4,0.428571429,-1,-1,0,-3,0,-2,-1,1,0
-1,0.205882353,-2,-1,0.060250908,-2,-2,1,-4,-1,0.666666667,-1,0.125,-2,-1,0,-1,0,-2,-1,1,1
-3,0.117647059,-2,-4,0.046825135,-2,-2,0.666666667,-4,-1,0.333333333,-1,0.142857143,-1,-1,0.333333333,-1,0,-1,-1,1,0
-4,0.117647059,-2,-1,0.152195444,-2,-2,0.666666667,-4,-1,0,-4,0.089285714,-1,-1,0,-1,0,-2,-1,0,0
-1,0.470588235,-2,-3,0.135468251,-2,-1,0.333333333,-1,-1,0.333333333,-2,0.392857143,-2,-1,0,-1,1,-2,-1,1,1
-1,0.058823529,-1,-4,0.026466381,-2,-1,1,-1,-1,1,-1,0.5,-1,-1,0.333333333,-2,0,-2,-1,1,0
-3,0.205882353,-1,-3,0.19423352,-2,-5,0.666666667,-3,-1,0.333333333,-4,0.285714286,-1,-1,0.333333333,-3,0,-1,-1,1,0
-1,0.25,-1,-4,0.074391989,-2,-1,1,-4,-1,0.666666667,-4,0.196428571,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.205882353,-1,-4,0.204467921,-2,-1,0,-2,-1,1,-1,0.25,-2,-3,0.666666667,-1,0,-1,-1,1,1
-3,0.205882353,-4,-6,0.21541763,-2,-2,0.333333333,-1,-1,0.333333333,-4,0.303571429,-3,-1,0.333333333,-1,1,-2,-1,1,1
-1,0.470588235,-2,-5,0.444866293,-1,-1,0.666666667,-1,-1,1,-3,0.5,-1,-2,0,-1,0,-2,-1,1,1
-2,0.647058824,-3,-6,0.353857159,-1,-2,1,-1,-1,1,-3,0.339285714,-1,-2,0,-1,1,-1,-1,1,0
-3,0.294117647,-3,-6,0.116925278,-3,-2,1,-1,-1,0.333333333,-4,0.446428571,-1,-1,0.333333333,-1,1,-1,-1,1,0
-1,0.205882353,-2,-4,0.053152856,-2,-5,1,-2,-1,0.666666667,-4,0.071428571,-1,-3,0,-1,0,-1,-1,0,1
-1,0.602941176,-4,-6,0.636403654,-2,-1,0.333333333,-1,-1,1,-4,0.178571429,-1,-3,0.333333333,-1,0,-2,-1,1,1
-2,0.294117647,-2,-1,0.265984373,-1,-1,0.333333333,-2,-1,1,-4,0.410714286,-1,-1,0,-1,0,-1,-1,1,0
-4,0.161764706,-2,-1,0.114284142,-2,-5,0.333333333,-2,-1,0.666666667,-1,0.107142857,-1,-1,0,-2,0,-2,-1,1,1
-1,0.117647059,-4,-4,0.045779685,-2,-2,1,-1,-1,1,-4,0.517857143,-2,-1,0.333333333,-1,0,-2,-1,1,1
-3,0.117647059,-2,-1,0.034995048,-1,-2,1,-2,-1,0.333333333,-4,0.035714286,-1,-1,0,-1,0,-2,-1,0,0
-3,0,-2,-3,0.019313305,-2,-5,0,-2,-1,0.666666667,-1,0.071428571,-1,-3,0,-2,1,-2,-1,0,0
-1,0.294117647,-1,-5,0.148949048,-2,-1,1,-1,-1,1,-2,0.785714286,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.294117647,-1,-1,0.129910862,-2,-1,1,-4,-3,0.666666667,-1,0.482142857,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.470588235,-2,-3,0.271211621,-2,-3,1,-1,-1,0.333333333,-2,0.178571429,-1,-1,0,-1,0,-2,-1,1,1
-3,0.25,-3,-5,0.1509299,-2,-2,0.666666667,-1,-1,0.333333333,-1,0.160714286,-3,-1,0.333333333,-2,0,-2,-1,1,0
-3,0.205882353,-2,-8,0.093155057,-2,-5,1,-2,-1,1,-1,0.071428571,-1,-1,0,-1,0,-2,-1,0,1
-3,0.294117647,-5,-6,0.072025971,-2,-3,1,-1,-1,1,-4,0.553571429,-2,-1,0,-1,0,-1,-1,1,0
-3,0.205882353,-2,-3,0.17453505,-2,-1,1,-1,-1,1,-2,0.5,-2,-1,0.666666667,-1,1,-1,-1,1,0
-2,0.25,-2,-3,0.205018158,-1,-3,0.333333333,-1,-1,0.666666667,-4,0.285714286,-1,-1,0,-1,0,-1,-1,1,0
-3,0.205882353,-2,-4,0.358259051,-1,-2,0.333333333,-1,-1,1,-4,0.875,-1,-3,0.333333333,-1,0,-2,-1,1,1
-3,0.294117647,-2,-4,0.054968637,-2,-5,1,-4,-1,0.333333333,-1,0.160714286,-1,-1,0,-1,0,-2,-1,1,0
-1,0.073529412,-2,-1,0.061296357,-2,-3,0.666666667,-1,-1,1,-1,0.714285714,-1,-1,0,-1,0,-2,-1,1,0
-1,0.117647059,-2,-1,0.02525586,-2,-1,1,-1,-1,1,-1,0.678571429,-3,-1,0,-2,0,-2,-1,1,1
-1,0.235294118,-1,-4,0.109221965,-2,-2,1,-4,-2,0.333333333,-2,0.25,-2,-3,0.333333333,-1,0,-2,-2,1,1
-3,0.294117647,-1,-5,0.208649719,-1,-3,0.666666667,-1,-1,1,-2,0.428571429,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.161764706,-1,-1,0.067183889,-2,-2,1,-1,-1,1,-3,0.285714286,-1,-2,0.333333333,-1,0,-1,-1,1,0
-1,0.205882353,-5,-4,0.065588203,-2,-3,1,-1,-1,1,-3,0.232142857,-1,-2,0.333333333,-2,1,-2,-1,1,1
-3,0.470588235,-3,-4,0.584626389,-2,-1,0.333333333,-1,-1,0.333333333,-4,0.464285714,-1,-1,0.333333333,-1,1,-1,-1,1,0
-3,0.294117647,-2,-4,0.06734896,-5,-5,1,-4,-1,0.666666667,-1,0.25,-1,-1,0,-1,0,-1,-1,1,0
-3,0.088235294,-2,-10,0.035435237,-1,-3,1,-2,-1,0.666666667,-2,0.375,-1,-1,0,-1,0,-1,-1,1,0
-3,0.161764706,-1,-3,0.170188181,-2,-2,1,-1,-1,0.333333333,-3,0.160714286,-1,-2,0,-1,0,-1,-1,1,0
-1,0.161764706,-2,-4,0.204082756,-2,-2,0.666666667,-2,-1,0.333333333,-2,0.178571429,-1,-1,0,-1,0,-1,-1,1,1
-3,0.073529412,-2,-4,0.183063717,-5,-2,0,-1,-2,0.333333333,-1,0.125,-1,-3,0,-1,1,-2,-2,1,0
-3,0.294117647,-1,-5,0.305601409,-4,-2,1,-1,-1,0.333333333,-1,0.142857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.205882353,-3,-6,0.105590404,-2,-2,1,-4,-1,0.333333333,-4,0.160714286,-1,-1,0,-1,0,-1,-1,1,1
-1,0.294117647,-2,-1,0.120446792,-2,-5,1,-2,-1,1,-1,0.285714286,-1,-1,0,-1,0,-1,-1,1,1
-3,0.338235294,-1,-3,0.235281171,-4,-5,1,-1,-1,0.333333333,-1,0.232142857,-3,-1,0.333333333,-2,1,-1,-1,1,0
-3,0.088235294,-2,-3,0.107846374,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.107142857,-2,-3,0,-2,0,-2,-1,1,1
-3,0.161764706,-2,-3,0.108451634,-3,-2,0.333333333,-2,-1,1,-4,0.017857143,-1,-3,0,-1,0,-2,-1,0,0
-1,0.205882353,-2,-1,0.117695609,-2,-5,1,-2,-1,0,-4,0.142857143,-3,-1,0,-1,0,-2,-1,1,0
-3,0.117647059,-1,-3,0.169527897,-2,-1,0.333333333,-1,-1,1,-2,0.410714286,-3,-1,0,-1,0,-2,-1,1,0
-3,0.470588235,-2,-6,0.393914383,-1,-1,0.666666667,-1,-1,0.333333333,-2,0.321428571,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.117647059,-2,-3,0.022119511,-2,-1,1,-2,-1,1,-2,0.089285714,-1,-3,0,-1,0,-2,-1,0,0
-3,0.470588235,-3,-3,0.408715748,-3,-3,0.333333333,-2,-1,1,-4,0.375,-1,-1,0.333333333,-1,0,-1,-1,1,0
-4,0.029411765,-1,-4,0.060140861,-2,-1,0,-1,-1,1,-1,0.482142857,-1,-1,0.333333333,-1,1,-2,-2,1,0
-1,0.294117647,-1,-6,0.062286783,-5,-3,1,-1,-1,0,-1,0.125,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.161764706,-2,-7,0.034334764,-1,-5,1,-2,-1,0,-1,0.089285714,-1,-1,0,-1,0,-2,-1,0,0
-1,0.117647059,-2,-3,0.183779025,-2,-2,0.333333333,-1,-3,0.333333333,-2,0.178571429,-1,-1,0,-2,1,-2,-1,1,0
-2,0.102941176,-1,-4,0.058985364,-4,-2,1,-2,-1,1,-4,0.375,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.205882353,-5,-1,0.092989986,-2,-5,0.666666667,-1,-3,1,-3,0.303571429,-2,-2,0,-3,0,-1,-1,1,0
-3,0.470588235,-2,-1,0.184054143,-2,-1,1,-1,-1,0.333333333,-4,0.160714286,-1,-1,0,-1,0,-2,-1,1,0
-1,0.073529412,-2,-4,0.06448773,-2,-5,0.666666667,-1,-1,0.333333333,-3,0.142857143,-1,-2,0,-3,0,-1,-1,1,1
-3,0.382352941,-1,-1,0.357213602,-1,-3,0.333333333,-1,-1,0.666666667,-2,0.303571429,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.294117647,-2,-5,0.416198966,-2,-3,0.666666667,-1,-1,0.666666667,-4,0.339285714,-1,-1,0,-3,0,-1,-1,1,0
-3,0.294117647,-2,-5,0.49669858,-1,-2,0.333333333,-3,-1,1,-3,0.517857143,-1,-2,0,-1,0,-1,-1,1,0
-2,0.382352941,-1,-4,0.106250688,-1,-1,1,-1,-1,1,-1,0.303571429,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.205882353,-1,-1,0.046660064,-2,-4,1,-2,-1,1,-4,0.821428571,-1,-1,0.333333333,-4,0,-2,-1,1,0
-2,0.294117647,-2,-3,0.209475074,-2,-3,0.666666667,-3,-1,0.666666667,-4,0.428571429,-1,-1,0,-1,0,-1,-1,1,1
-1,0.117647059,-2,-2,0.029987895,-2,-5,1,-2,-1,1,-2,0.607142857,-1,-1,0,-1,0,-2,-1,1,1
-2,0.294117647,-1,-6,0.141685925,-1,-3,1,-1,-1,0.666666667,-3,0.267857143,-1,-1,0.333333333,-1,1,-1,-1,1,0
-2,0.647058824,-2,-6,0.848574887,-2,-2,0.333333333,-1,-1,0.333333333,-4,0.071428571,-1,-1,0,-1,0,-1,-1,0,1
-3,0.470588235,-1,-4,0.350170573,-2,-1,1,-1,-1,1,-4,0.267857143,-1,-1,0.333333333,-3,0,-1,-1,1,0
-3,0.352941176,-5,-5,0.416749202,-1,-5,0.666666667,-1,-2,1,-1,0.375,-2,-3,0.333333333,-1,1,-1,-1,1,0
-1,0.338235294,-1,-6,0.120611863,-2,-1,1,-1,-1,1,-4,0.428571429,-3,-1,1,-3,1,-1,-1,1,0
-3,0.161764706,-1,-1,0.086882359,-2,-1,1,-1,-1,1,-4,0.482142857,-1,-1,0.333333333,-1,0,-1,-1,1,0
-1,0.117647059,-1,-4,0.105700451,-2,-2,1,-1,-1,1,-2,0.339285714,-2,-1,0.333333333,-2,0,-2,-2,1,0
-2,0.470588235,-1,-5,0.305381314,-2,-2,0.666666667,-1,-1,1,-4,0.267857143,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.205882353,-1,-1,0.050566744,-1,-2,1,-1,-1,0.666666667,-2,0.178571429,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.470588235,-3,-5,0.478540773,-1,-3,0.666666667,-1,-1,0.333333333,-4,0.214285714,-3,-1,0,-3,1,-1,-1,1,0
-1,0.25,-2,-1,0.129635743,-2,-5,1,-2,-1,1,-2,0.160714286,-1,-3,0,-3,0,-1,-1,1,0
-3,0.117647059,-1,-3,0.073841752,-4,-3,0.666666667,-2,-1,0.333333333,-2,0.285714286,-1,-1,0,-1,0,-2,-2,1,0
-3,0.161764706,-2,-3,0.106525806,-1,-3,0,-2,-1,1,-1,0.25,-2,-3,0,-2,0,-2,-1,1,0
-1,0.205882353,-2,-3,0.214757346,-2,-2,0.333333333,-1,-3,0.666666667,-4,0.410714286,-1,-1,0,-1,0,-2,-1,1,1
-1,0.176470588,-1,-4,0.130681193,-2,-1,0.333333333,-1,-2,1,-2,0.428571429,-2,-3,0,-1,0,-1,-1,1,1
-3,0.235294118,-1,-4,0.178001541,-1,-5,0.333333333,-3,-1,1,-1,0.446428571,-1,-1,0.333333333,-1,0,-1,-1,1,0
-3,0.470588235,-1,-5,0.562726973,-1,-1,0.333333333,-1,-1,1,-3,0.410714286,-1,-2,0.333333333,-1,0,-2,-1,1,0
-3,0.161764706,-2,-1,0.062506878,-1,-2,1,-4,-1,0.333333333,-1,0.375,-1,-3,0,-1,0,-1,-1,1,0
-3,0.294117647,-2,-1,0.056564323,-2,-1,1,-1,-1,0,-1,0.303571429,-1,-1,0,-3,0,-1,-1,1,0
-1,0.117647059,-2,-1,0.047155277,-2,-2,0.333333333,-1,-1,0.333333333,-1,0.017857143,-1,-3,0,-3,1,-1,-1,0,0
-1,0.25,-2,-4,0.193298118,-1,-3,0.333333333,-1,-3,0.333333333,-1,0.089285714,-1,-1,0,-2,0,-2,-2,0,0
-2,0.470588235,-2,-2,0.190436888,-1,-2,0.333333333,-4,-1,0.333333333,-4,0.142857143,-1,-1,0,-1,0,-2,-1,1,0
-3,0.161764706,-3,-5,0.18399912,-2,-5,0,-2,-1,0.333333333,-2,0.482142857,-1,-1,0.333333333,-2,0,-2,-1,1,0
-2,0.073529412,-2,-4,0.162044679,-1,-2,0,-2,-1,0.333333333,-1,0.25,-1,-1,0,-2,0,-2,-1,1,0
-3,0.470588235,-3,-1,0.231319467,-2,-2,1,-2,-1,1,-1,0.267857143,-1,-1,0.333333333,-1,0,-2,-1,1,0
-2,0.294117647,-1,-3,0.24683614,-2,-5,0.333333333,-2,-1,1,-4,0.107142857,-2,-1,0,-2,0,-2,-1,1,1
-2,0.382352941,-2,-1,0.150819853,-1,-1,0.333333333,-2,-1,1,-4,0.107142857,-1,-1,0,-1,0,-2,-1,1,0
-3,0.102941176,-2,-6,0.104104765,-4,-1,0,-3,-1,0.333333333,-1,0.160714286,-1,-1,0,-1,0,-1,-1,1,0
-1,0.294117647,-5,-6,0.160173875,-2,-2,1,-1,-1,0.333333333,-2,0.214285714,-1,-3,0,-1,0,-1,-1,1,1
-2,0.647058824,-4,-9,1,-2,-2,0,-2,-1,0.333333333,-2,0.232142857,-2,-1,0,-3,0,-1,-2,1,1
-3,0.088235294,-2,-5,0.142951469,-5,-2,0,-1,-3,0.333333333,-1,0.232142857,-1,-1,0,-1,1,-2,-1,1,0
-1,0.029411765,-2,-4,0.805876527,-2,-1,0,-1,-1,1,-3,0.875,-2,-1,0,-3,0,-1,-1,1,1
-1,0.294117647,-2,-3,0.116044899,-5,-4,0,-3,-1,0,-2,0.25,-1,-1,0,-1,0,-2,-1,1,1
-1,0.294117647,-2,-3,0.170298228,-2,-1,1,-1,-1,0.333333333,-2,0.357142857,-1,-3,0,-3,0,-1,-1,1,1
-3,0.205882353,-1,-3,0.086222075,-2,-2,1,-2,-1,0.333333333,-3,0.160714286,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.647058824,-3,-1,0.687740729,-3,-3,1,-1,-1,0,-4,0.321428571,-1,-1,0,-3,0,-1,-1,1,0
-1,0.073529412,-2,-1,0.061406405,-2,-5,0.666666667,-2,-1,1,-2,0.053571429,-1,-3,0,-1,0,-2,-1,0,1
-2,0.117647059,-2,-4,0.096401453,-2,-3,0.666666667,-1,-1,1,-2,0.196428571,-1,-3,0,-1,1,-1,-1,1,0
-1,0.294117647,-5,-3,0.364366678,-2,-5,0.333333333,-3,-1,0,-2,0.642857143,-2,-1,0,-1,0,-1,-1,1,1
-1,0.117647059,-5,-4,0.024595576,-2,-5,1,-1,-1,0.333333333,-4,0.482142857,-2,-1,0.333333333,-1,0,-1,-1,1,1
-1,0.205882353,-1,-3,0.043963904,-2,-5,1,-2,-1,1,-2,0.035714286,-1,-3,0,-1,0,-2,-1,0,0
-1,0.647058824,-2,-5,0.552822714,-2,-3,1,-1,-1,1,-3,0.357142857,-3,-2,0.666666667,-1,1,-1,-1,1,1
-3,0.382352941,-2,-1,0.088973259,-1,-1,1,-1,-1,1,-4,0.696428571,-1,-1,0,-1,0,-1,-1,1,0
-1,0.117647059,-3,-4,0.060195884,-2,-2,1,-1,-1,0.333333333,-1,0.428571429,-1,-1,0.333333333,-2,1,-2,-1,1,0
-1,0.294117647,-2,-3,0.082370419,-2,-5,1,-1,-3,0,-2,0.089285714,-1,-1,0,-2,0,-2,-2,0,0
-2,0.073529412,-2,-1,0.078133597,-2,-5,1,-2,-1,0.333333333,-4,0.053571429,-1,-1,0,-1,0,-1,-1,0,1
-3,0.073529412,-1,-4,0.053593045,-2,-2,0.666666667,-1,-1,0,-1,0.196428571,-1,-1,0.333333333,-1,0,-2,-1,1,0
-3,0.117647059,-1,-1,0.014966436,-3,-1,1,-1,-1,1,-2,0.410714286,-1,-1,0.333333333,-1,1,-1,-1,1,0
-1,0.117647059,-2,-1,0.068669528,-2,-2,1,-2,-1,0,-4,0.071428571,-2,-1,0,-1,0,-2,-1,0,0
-2,0.382352941,-3,-1,0.091834489,-5,-5,1,-1,-1,0.666666667,-3,0.196428571,-3,-1,0.333333333,-3,0,-2,-1,1,1
-4,0.073529412,-2,-1,0.027236712,-2,-2,0.666666667,-2,-1,0.333333333,-1,0.160714286,-1,-1,0,-2,0,-2,-1,1,1
-2,0.029411765,-2,-1,0.099757896,-2,-5,1,-4,-1,0.666666667,-4,0.196428571,-1,-3,0,-3,0,-1,-1,1,0
-2,0.823529412,-2,-2,0.33223286,-2,-2,1,-1,-1,1,-3,0.410714286,-1,-2,0,-1,0,-2,-1,1,1
-3,0.294117647,-1,-5,0.362715968,-1,-2,0.333333333,-1,-1,1,-2,0.482142857,-1,-1,0.333333333,-3,1,-1,-1,1,0
-3,0.117647059,-2,-4,0.180312534,-1,-5,0.333333333,-1,-1,0.666666667,-2,0.464285714,-1,-1,0,-3,1,-1,-1,1,0
-3,0.088235294,-2,-4,0.071310664,-2,-2,0.666666667,-1,-1,0.333333333,-1,0.214285714,-1,-1,0,-2,1,-2,-2,1,0
-3,0.294117647,-2,-3,0.037361065,-1,-3,1,-1,-1,0.333333333,-4,0.214285714,-3,-1,0,-1,0,-1,-1,1,0
-3,0,-1,-4,0.066303511,-2,-3,0.333333333,-1,-1,0,-1,0.410714286,-1,-1,0.666666667,-2,1,-2,-1,1,0
-1,0.161764706,-2,-3,0.087762738,-2,-5,1,-2,-2,0,-2,0.482142857,-1,-3,0,-1,0,-2,-1,1,0
-2,0.647058824,-4,-4,0.446131837,-3,-5,0,-2,-1,0,-4,0.196428571,-1,-1,0.333333333,-1,0,-2,-1,1,0
-1,0.294117647,-5,-3,0.170518323,-3,-5,1,-1,-1,1,-3,0.196428571,-1,-2,0,-1,1,-1,-1,1,1
